"datetime,BTES"	outlet	"temp,,BTES"	inlet	"temp,,Q"	in	ground				
"2019/6/10,-2.67E+03,,-2.68E+03,,-9.03E+11"									[-6.34708788e+11]	
"2019/6/11,-2.70E+03,,-2.71E+03,,-9.08E+11"									[-6.40201977e+11]	
"2019/6/12,-2.73E+03,,-2.74E+03,,-9.13E+11"									[-6.45469175e+11]	
"2019/6/13,-2.76E+03,,-2.76E+03,,-9.18E+11"									[-6.50411367e+11]	
"2019/6/14,-2.79E+03,,-2.79E+03,,-9.22E+11"									[-6.55103995e+11]	
"2019/6/15,-2.82E+03,,-2.82E+03,,-9.26E+11"									[-6.59036189e+11]	
"2019/6/16,-2.85E+03,,-2.85E+03,,-9.29E+11"									[-6.63177799e+11]	
"2019/6/17,-2.88E+03,,-2.88E+03,,-9.32E+11"									[-6.66796521e+11]	
"2019/6/18,-2.91E+03,,-2.91E+03,,-9.36E+11"									[-6.69828762e+11]	
"2019/6/19,-2.94E+03,,-2.94E+03,,-9.39E+11"									[-6.73169328e+11]	
"2019/6/20,-2.97E+03,,-2.97E+03,,-9.43E+11"									[-6.76313923e+11]	
"2019/6/21,-3.00E+03,,-3.00E+03,,-9.46E+11"									[-6.80083110e+11]	
"2019/6/22,-3.03E+03,,-3.03E+03,,-9.49E+11"									[-6.83478908e+11]	
"2019/6/23,-3.06E+03,,-3.06E+03,,-9.51E+11"									[-6.86094818e+11]	
"2019/6/24,-3.09E+03,,-3.09E+03,,-9.53E+11"									[-6.88484967e+11]	
"2019/6/25,-3.12E+03,,-3.13E+03,,-9.54E+11"									[-6.89973650e+11]	
"2019/6/26,-3.15E+03,,-3.16E+03,,-9.56E+11"									[-6.91503678e+11]	
"2019/6/27,-3.18E+03,,-3.19E+03,,-9.59E+11"									[-6.93573989e+11]	
"2019/6/28,-3.21E+03,,-3.22E+03,,-9.61E+11"									[-6.96115548e+11]	
"2019/6/29,-3.24E+03,,-3.25E+03,,-9.61E+11"									[-6.98201679e+11]	
"2019/6/30,-3.27E+03,,-3.28E+03,,-9.63E+11"									[-6.98339161e+11]	
"2019/7/1,-3.30E+03,,-3.31E+03,,-9.65E+11"									[-7.00268440e+11]	
"2019/7/2,-3.33E+03,,-3.34E+03,,-9.68E+11"									[-7.02700417e+11]	
"2019/7/3,-3.37E+03,,-3.37E+03,,-9.70E+11"									[-7.05540995e+11]	
"2019/7/4,-3.40E+03,,-3.40E+03,,-9.72E+11"									[-7.07859819e+11]	
"2019/7/5,-3.43E+03,,-3.43E+03,,-9.73E+11"									[-7.09449848e+11]	
"2019/7/6,-3.46E+03,,-3.46E+03,,-9.75E+11"									[-7.10574134e+11]	
"2019/7/7,-3.49E+03,,-3.49E+03,,-9.77E+11"									[-7.12257988e+11]	
"2019/7/8,-3.52E+03,,-3.53E+03,,-9.79E+11"									[-7.14382145e+11]	
"2019/7/9,-3.55E+03,,-3.56E+03,,-9.80E+11"									[-7.16058415e+11]	
"2019/7/10,-3.58E+03,,-3.59E+03,,-9.81E+11"									[-7.17117762e+11]	
"2019/7/11,-3.61E+03,,-3.62E+03,,-9.81E+11"									[-7.17915466e+11]	
"2019/7/12,-3.65E+03,,-3.65E+03,,-9.83E+11"									[-7.18822689e+11]	
"2019/7/13,-3.68E+03,,-3.68E+03,,-9.84E+11"									[-7.20067628e+11]	
"2019/7/14,-3.71E+03,,-3.71E+03,,-9.86E+11"									[-7.21588370e+11]	
"2019/7/15,-3.74E+03,,-3.74E+03,,-9.88E+11"									[-7.23550486e+11]	
"2019/7/16,-3.77E+03,,-3.78E+03,,-9.89E+11"									[-7.25787166e+11]	
"2019/7/17,-3.80E+03,,-3.81E+03,,-9.90E+11"									[-7.26707918e+11]	
"2019/7/18,-3.83E+03,,-3.84E+03,,-9.92E+11"									[-7.27854431e+11]	
"2019/7/19,-3.86E+03,,-3.87E+03,,-9.94E+11"									[-7.29422716e+11]	
"2019/7/20,-3.90E+03,,-3.90E+03,,-9.95E+11"									[-7.31437816e+11]	
"2019/7/21,-3.93E+03,,-3.93E+03,,-9.97E+11"									[-7.32750592e+11]	
"2019/7/22,-3.96E+03,,-3.96E+03,,-9.97E+11"									[-7.34346567e+11]	
"2019/7/23,-3.99E+03,,-4.00E+03,,-9.96E+11"									[-7.34221901e+11]	
"2019/7/24,-4.02E+03,,-4.03E+03,,-9.95E+11"									[-7.32938264e+11]	
"2019/7/25,-4.05E+03,,-4.06E+03,,-9.92E+11"									[-7.31998141e+11]	
"2019/7/26,-4.09E+03,,-4.09E+03,,-9.93E+11"									[-7.29809278e+11]	
"2019/7/27,-4.12E+03,,-4.12E+03,,-9.95E+11"									[-7.30159137e+11]	
"2019/7/28,-4.15E+03,,-4.15E+03,,-9.97E+11"									[-7.32111358e+11]	
"2019/7/29,-4.18E+03,,-4.19E+03,,-9.98E+11"									[-7.34225157e+11]	
"2019/7/30,-4.21E+03,,-4.22E+03,,-1.00E+12"									[-7.35518563e+11]	
"2019/7/31,-4.24E+03,,-4.25E+03,,-1.00E+12"									[-7.37274814e+11]	
"2019/8/1,-4.28E+03,,-4.28E+03,,-1.00E+12"									[-7.39005749e+11]	
"2019/8/2,-4.31E+03,,-4.31E+03,,-1.00E+12"									[-7.40343547e+11]	
"2019/8/3,-4.34E+03,,-4.34E+03,,-1.01E+12"									[-7.41291695e+11]	
"2019/8/4,-4.37E+03,,-4.38E+03,,-1.01E+12"									[-7.42688653e+11]	
"2019/8/5,-4.40E+03,,-4.41E+03,,-1.01E+12"									[-7.43972584e+11]	
"2019/8/6,-4.43E+03,,-4.44E+03,,-1.01E+12"									[-7.45244982e+11]	
"2019/8/7,-4.47E+03,,-4.47E+03,,-1.01E+12"									[-7.47013943e+11]	
"2019/8/8,-4.50E+03,,-4.50E+03,,-1.01E+12"									[-7.48959630e+11]	
"2019/8/9,-4.53E+03,,-4.54E+03,,-1.01E+12"									[-7.50338626e+11]	
"2019/8/10,-4.56E+03,,-4.57E+03,,-1.02E+12"									[-7.51184692e+11]	
"2019/8/11,-4.59E+03,,-4.60E+03,,-1.02E+12"									[-7.52901677e+11]	
"2019/8/12,-4.63E+03,,-4.63E+03,,-1.02E+12"									[-7.54937282e+11]	
"2019/8/13,-4.66E+03,,-4.66E+03,,-1.02E+12"									[-7.58175955e+11]	
"2019/8/14,-4.69E+03,,-4.70E+03,,-1.03E+12"									[-7.61212187e+11]	
"2019/8/15,-4.72E+03,,-4.73E+03,,-1.03E+12"									[-7.63908056e+11]	
"2019/8/16,-4.76E+03,,-4.76E+03,,-1.03E+12"									[-7.65991981e+11]	
"2019/8/17,-4.79E+03,,-4.79E+03,,-1.03E+12"									[-7.68687640e+11]	
"2019/8/18,-4.82E+03,,-4.83E+03,,-1.04E+12"									[-7.70664315e+11]	
"2019/8/19,-4.85E+03,,-4.86E+03,,-1.04E+12"									[-7.73465900e+11]	
"2019/8/20,-4.89E+03,,-4.89E+03,,-1.04E+12"									[-7.76530978e+11]	
"2019/8/21,-4.92E+03,,-4.92E+03,,-1.04E+12"									[-7.79704608e+11]	
"2019/8/22,-4.95E+03,,-4.96E+03,,-1.05E+12"									[-7.82324509e+11]	
"2019/8/23,-4.99E+03,,-4.99E+03,,-1.05E+12"									[-7.84284398e+11]	
"2019/8/24,-5.02E+03,,-5.02E+03,,-1.05E+12"									[-7.85417969e+11]	
"2019/8/25,-5.05E+03,,-5.06E+03,,-1.05E+12"									[-7.86196870e+11]	
"2019/8/26,-5.08E+03,,-5.09E+03,,-1.05E+12"									[-7.85677176e+11]	
"2019/8/27,-5.12E+03,,-5.12E+03,,-1.05E+12"									[-7.85114434e+11]	
"2019/8/28,-5.15E+03,,-5.16E+03,,-1.05E+12"									[-7.84653963e+11]	
"2019/8/29,-5.18E+03,,-5.19E+03,,-1.05E+12"									[-7.86171491e+11]	
"2019/8/30,-5.22E+03,,-5.22E+03,,-1.05E+12"									[-7.88820048e+11]	
"2019/8/31,-5.25E+03,,-5.25E+03,,-1.06E+12"									[-7.90708340e+11]	
"2019/9/1,-5.28E+03,,-5.29E+03,,-1.06E+12"									[-7.93505135e+11]	
"2019/9/2,-5.32E+03,,-5.32E+03,,-1.06E+12"									[-7.97011733e+11]	
"2019/9/3,-5.35E+03,,-5.35E+03,,-1.07E+12"									[-8.00255259e+11]	
