,Temp_out_BTES,Temp_into_BTES,,,,,
302,30.53272305,20.53272305, [ 6.83299975e+00],, [-2.00116985e+11],,43.23587393
303,30.39891127,20.39891127, [ 6.70978960e+00],, [-2.05314717e+11],,43.2217861
304,30.78061209,20.78061209, [ 6.63945537e+00],, [-2.10334576e+11],,43.2340412
305,30.67029562,20.67029562, [ 6.54008063e+00],, [-2.13376118e+11],,43.2316812
306,30.53958373,20.53958373, [ 6.42055000e+00],, [-2.17514567e+11],,43.2191486
307,30.8605263,20.8605263, [ 6.30403927e+00],, [-2.22418135e+11],,43.20803148
308,30.73768417,20.73768417, [ 6.19283474e+00],, [-2.27217174e+11],,43.19947319
309,30.58501353,20.58501353, [ 6.05208377e+00],, [-2.31825514e+11],,43.17604759
310,30.89596874,20.89596874, [ 5.91439150e+00],, [-2.37552851e+11],,43.15405744
311,30.73577954,20.73577954, [ 5.76669390e+00],, [-2.43175794e+11],,43.12697091
312,30.5662996,20.5662996, [ 5.61001953e+00],, [-2.49185185e+11],,43.09530248
313,30.41700786,20.41700786, [ 5.47380633e+00],, [-2.55543111e+11],,43.07377129
314,30.73144698,20.73144698, [ 5.33622319e+00],, [-2.61143691e+11],,43.05146198
315,30.57407664,20.57407664, [ 5.19249514e+00],, [-2.66806006e+11],,43.02598725
316,30.4190308,20.4190308, [ 5.05137440e+00],, [-2.72709649e+11],,43.0017234
317,30.25633176,20.25633176, [ 4.90289801e+00],, [-2.78526090e+11],,42.97368913
318,30.57514583,20.57514583, [ 4.76635754e+00],, [-2.84629635e+11],,42.95153041
319,30.41387427,20.41387427, [ 4.61987580e+00],, [-2.90295678e+11],,42.92430883
320,30.2569277,20.2569277, [ 4.47800337e+00],, [-2.96345672e+11],,42.89929987
321,30.08967535,20.08967535, [ 4.32612952e+00],, [-3.02233418e+11],,42.86919834
322,29.916999,19.916999, [ 4.16914627e+00],, [-3.08507778e+11],,42.83645045
323,29.75642941,19.75642941, [ 4.02455953e+00],, [-3.14985615e+11],,42.80980932
324,30.07510665,20.07510665, [ 3.87631916e+00],, [-3.21009275e+11],,42.78125007
325,29.93904336,19.93904336, [ 3.75677536e+00],, [-3.27181144e+11],,42.76694799
326,29.80813925,19.80813925, [ 3.64261951e+00],, [-3.32285467e+11],,42.75524894
327,29.67795861,19.67795861, [ 3.52941398e+00],, [-3.37196247e+11],,42.74393429
328,29.56547335,19.56547335, [ 3.43409487e+00],, [-3.42079886e+11],,42.74147228
329,29.45662329,19.45662329, [ 3.34259432e+00],, [-3.46299695e+11],,42.74082915
330,29.82197079,19.82197079, [ 3.23520691e+00],, [-3.50383132e+11],,42.73215238
331,29.68530813,19.68530813, [ 3.11634716e+00],, [-3.55070627e+11],,42.7176494
332,29.98773361,19.98773361, [ 2.94980211e+00],, [-3.60197436e+11],,42.67921392
333,29.79519593,19.79519593, [ 2.77574991e+00],, [-3.67125646e+11],,42.63693519
334,29.60829231,19.60829231, [ 2.60766859e+00],, [-3.74348568e+11],,42.59755241
335,29.41381497,19.41381497, [ 2.43236487e+00],, [-3.81360133e+11],,42.5544691
336,29.23599607,19.23599607, [ 2.27403688e+00],, [-3.88655820e+11],,42.51978453
337,29.05728257,19.05728257, [ 2.11513274e+00],, [-3.95326576e+11],,42.48472293
338,28.90519347,18.90519347, [ 1.98311754e+00],, [-4.02030893e+11],,42.46301701
339,28.79461219,18.79461219, [ 1.89279119e+00],, [-4.07736414e+11],,42.46206692
340,28.66432894,18.66432894, [ 1.78298293e+00],, [-4.11884797e+11],,42.45128744
341,28.53348201,18.53348201, [ 1.67283172e+00],, [-4.16772285e+11],,42.44024824
342,28.37631889,18.37631889, [ 1.53663727e+00],, [-4.21680920e+11],,42.41609934
343,28.23409151,18.23409151, [ 1.41562107e+00],, [-4.27576789e+11],,42.39945168
344,28.06560756,18.06560756, [ 1.26864284e+00],, [-4.32912354e+11],,42.36973528
345,27.9098054,17.9098054, [ 1.13461500e+00],, [-4.39232917e+11],,42.34640653
346,27.75166049,17.75166049, [ 9.98517148e-01],, [-4.45077730e+11],,42.3219554
347,27.59118376,17.59118376, [ 8.60364343e-01],, [-4.51010431e+11],,42.2963896
348,27.43816274,17.43816274, [ 7.29928638e-01],, [-4.57030607e+11],,42.27459533
349,27.28430876,17.28430876, [ 5.98922508e-01],, [-4.62771088e+11],,42.252429
350,27.12322942,17.12322942, [ 4.60967478e-01],, [-4.68542817e+11],,42.22670154
351,26.97962891,16.97962891, [ 3.40732235e-01],, [-4.74585601e+11],,42.20974748
352,26.87083886,16.87083886, [ 2.55478304e-01],, [-4.79972678e+11],,42.21019775
353,26.72698003,16.72698003, [ 1.35396232e-01],, [-4.84053863e+11],,42.19314779
354,26.59152098,16.59152098, [ 2.39373091e-02],, [-4.89450631e+11],,42.18032343
355,26.44939296,16.44939296, [-9.39543319e-02],, [-4.94532286e+11],,42.1641969
356,26.30873418,16.30873418, [-2.10143886e-01],, [-4.99864124e+11],,42.14883577
357,26.17967848,16.17967848, [-3.14521184e-01],, [-5.05140844e+11],,42.1392953
358,26.00970501,16.00970501, [-4.59525668e-01],, [-5.09982282e+11],,42.10935594
359,25.86495482,15.86495482, [-5.79067308e-01],, [-5.16358723e+11],,42.09206288
360,25.71266011,15.71266011, [-7.05899294e-01],, [-5.21788929e+11],,42.07103969
361,25.57845861,15.57845861, [-8.14420586e-01],, [-5.27502163e+11],,42.05908706
362,25.42449311,15.42449311, [-9.42449316e-01],, [-5.32536642e+11],,42.0372961
363,25.2674111,15.2674111, [-1.07333227e+00],, [-5.38312555e+11],,42.01399358
364,25.12672433,15.12672433, [-1.18759099e+00],, [-5.44205381e+11],,41.99891889
