,T_BTES_5
1842,84.60151065479361
1843,84.58471198349335
1844,84.56548603502591
1845,84.5480334462722
1846,84.5305425467435
1847,84.51082792895224
1848,84.49236469601418
1849,84.47885841782016
1850,84.46620393334712
1851,84.45054160168812
1852,84.43142140299369
1853,84.41332893402952
1854,84.39379356398467
1855,84.37414996036287
1856,84.35529763600307
1857,84.33576614219437
1858,84.31653082301438
1859,84.30195620868032
1860,84.28746194159366
1861,84.27472195410472
1862,84.26112603322014
1863,84.24934080435655
1864,84.23609272872415
1865,84.22127466411345
1866,84.2062285412751
1867,84.19140381555962
1868,84.17848676305923
1869,84.1641151807655
1870,84.1506190635826
1871,84.1394699139542
1872,84.1279413446813
1873,84.11493062271973
1874,84.10108037551393
1875,84.08881870816855
1876,84.0776594727984
1877,84.06503396602244
1878,84.05336340604102
1879,84.04058849478363
1880,84.02724197025132
1881,84.01507084879911
1882,84.0024388314486
1883,83.99033262756005
1884,83.97813038331043
1885,84.15024721728312
1886,84.32211330010176
1887,84.4904874953149
1888,84.6601036670425
1889,84.83241333440972
1890,85.00168982733044
1891,85.17121375966802
1892,85.34143439860381
1893,85.51021992656591
1894,85.67892593521387
1895,85.84835269818393
1896,86.01828578053122
1897,86.18982633469001
1898,86.3629504634752
1899,86.53533133318105
1900,86.70367786786841
1901,86.87253670563476
1902,87.04344765349828
1903,87.21595594979686
1904,87.38962967633363
1905,87.56230220466371
1906,87.7332508611643
1907,87.90326191985478
1908,88.07304589878532
1909,88.2423987874479
1910,88.41288018801009
1911,88.58439172684137
1912,88.75615104378889
1913,88.92931807461436
1914,89.09982894210752
1915,89.08698779611512
1916,89.07244441748256
1917,89.0566714060816
1918,89.04179820858428
1919,89.02922512509568
1920,89.0168077684939
1921,89.00586609164091
1922,88.99545463135455
1923,88.98388451483886
1924,88.97030172800318
1925,88.95521962765932
1926,88.9405874719041
1927,88.92522090090932
1928,88.9094029928937
1929,88.89696365840325
1930,88.8862020948646
1931,88.87639258034778
1932,88.86788785244349
1933,88.86017210816213
1934,88.85269593792131
1935,88.84547838420659
1936,88.83841335854557
1937,88.83156321943287
1938,88.82215860235556
1939,88.81215535124586
1940,88.80211555813172
1941,88.79026981480489
1942,88.77982794675455
1943,88.76996205744915
1944,88.76087231879099
1945,88.75197067171902
1946,88.74194638355368
1947,88.73081255070917
1948,88.71742861860447
1949,88.7049371242652
1950,88.69281507672846
1951,88.68238020848653
1952,88.67233473273532
1953,88.66119036254564
1954,88.65067537285594
1955,88.640131894703
1956,88.63009059625688
1957,88.62030802723663
1958,88.61118554754503
1959,88.60299456905345
1960,88.59377262435954
1961,88.58445275763427
1962,88.57667856872914
1963,88.56944381656447
1964,88.56258012943836
1965,88.5550751320349
1966,88.54803761636941
1967,88.54179209499935
1968,88.53579883011531
1969,88.53063635953127
1970,88.52459172509697
1971,88.51699019809861
1972,88.50883704114815
1973,88.50060395091481
1974,88.49600669593093
1975,88.49127264364603
1976,88.48731541940624
1977,88.48286655280567
1978,88.4760385797508
1979,88.46952612487917
1980,88.46242689048314
1981,88.4546331322239
1982,88.44677471983526
1983,88.43868452351306
1984,88.43089614682619
1985,88.42105611164561
1986,88.41162089863943
1987,88.40276787388379
1988,88.39436189594409
1989,88.38731809550363
1990,88.37989916562357
1991,88.37341689271632
1992,88.3679851929959
1993,88.36200118592038
1994,88.35636822293014
1995,88.34961641981756
1996,88.34353347461254
1997,88.33884755541008
1998,88.33456604441328
1999,88.33189934373621
2000,88.32915858058462
2001,88.32545000002814
2002,88.32089726532486
2003,88.3171603468396
2004,88.31691407405901
2005,88.31345812632262
